# overall
total_targets	matched	unmatched	total_target_len	total_decoy_len	total_target_K	total_target_R	total_decoy_K	total_decoy_R
2353	2352	1	795788	791195	57114	33673	56123	34712

# per_target
target_name	decoy_name	target_len	decoy_len	len_diff	target_K	target_R	target_KR	decoy_K	decoy_R	decoy_KR	kr_diff	score
sp|P39615|UNG_BACSU	sp|Q12403|ERP3_YEAST	225	225	0	16	14	30	13	17	30	0	0
sp|P12041|PURQ_BACSU	sp|P53224|ORM1_YEAST	227	222	5	11	7	18	8	10	18	0	5
sp|P71015|GBSR_BACSU	sp|P89886|TMA20_YEAST	180	181	1	16	8	24	20	4	24	0	1
sp|P71066|YVFG_BACSU	sp|Q3E7A8|YN162_YEAST	72	72	0	7	3	10	6	4	10	0	0
sp|P51831|FABG_BACSU	sp|P23724|PSB6_YEAST	246	241	5	17	11	28	17	11	28	0	5
sp|P07860|RPSF_BACSU	sp|Q07953|SDO1_YEAST	255	250	5	23	16	39	30	9	39	0	5
sp|O32167|METQ_BACSU	sp|P25343|RV161_YEAST	274	265	9	39	2	41	27	14	41	0	9
sp|O07619|YHFT_BACSU	sp|P50874|ORC5_YEAST	479	479	0	29	21	50	31	19	50	0	0
sp|O07608|LPLJ_BACSU	sp|P38749|YAP3_YEAST	331	330	1	27	14	41	25	16	41	0	1
sp|O31454|YBFN_BACSU	sp|Q3E769|YO59A_YEAST	92	90	2	4	6	10	6	4	10	0	2
sp|P96655|YDDR_BACSU	sp|P40579|NRE1_YEAST	254	254	0	20	5	25	19	6	25	0	0
sp|P39839|YUXL_BACSU	sp|Q08032|CDC45_YEAST	657	650	7	37	31	68	33	34	67	1	17
sp|Q45589|CDAA_BACSU	sp|P40072|SLX8_YEAST	273	274	1	15	16	31	14	17	31	0	1
sp|Q45057|YNEB_BACSU	sp|Q08981|ACM1_YEAST	217	209	8	19	16	35	20	15	35	0	8
sp|P94463|FMT_BACSU	sp|Q04013|YHM2_YEAST	317	314	3	27	12	39	25	14	39	0	3
sp|O31760|RNJ2_BACSU	sp|Q04636|POB3_YEAST	555	552	3	41	27	68	38	30	68	0	3
sp|O34597|YFKL_BACSU	sp|P46992|TOH1_YEAST	396	396	0	18	4	22	15	7	22	0	0
sp|P54529|YQIR_BACSU	sp|P38338|YB9F_YEAST	692	688	4	55	37	92	61	31	92	0	4
sp|P39574|GAL1_BACSU	sp|P80667|PEX13_YEAST	390	386	4	23	19	42	26	16	42	0	4
sp|P96667|YDEJ_BACSU	sp|P32835|GSP1_YEAST	219	219	0	16	10	26	18	8	26	0	0
sp|P46353|DEOB_BACSU	sp|P33330|SERC_YEAST	394	395	1	25	18	43	35	8	43	0	1
sp|P17731|HIS8_BACSU	sp|Q12283|FABD_YEAST	360	360	0	18	16	34	20	14	34	0	0
sp|O32219|CADA_BACSU	sp|P32775|GLGB_YEAST	702	704	2	48	26	74	40	34	74	0	2
sp|O31474|YCGJ_BACSU	sp|P40202|CCS1_YEAST	253	249	4	12	16	28	20	7	27	1	14
sp|O32148|PUCG_BACSU	sp|P03877|SCE3_YEAST	416	415	1	16	31	47	33	14	47	0	1
sp|P45706|CCDA_BACSU	sp|P53093|YIP4_YEAST	235	235	0	10	7	17	7	9	16	1	10
sp|C0SP85|YUKE_BACSU	sp|Q00590|YD213_YEAST	97	100	3	4	5	9	4	5	9	0	3
sp|P42095|RECO_BACSU	sp|P40545|HIS4_YEAST	255	261	6	20	14	34	24	10	34	0	6
sp|P32398|YHGD_BACSU	sp|P15454|KGUA_YEAST	191	187	4	22	4	26	19	7	26	0	4
sp|P37887|CYSK_BACSU	sp|P40344|ATG3_YEAST	308	310	2	23	11	34	20	14	34	0	2
sp|P26379|PTFA_BACSU	tr|E9PAE4|E9PAE4_YEAST	146	146	0	8	3	11	6	5	11	0	0
sp|O34600|NRNA_BACSU	sp|P40476|PRM5_YEAST	313	318	5	17	13	30	18	12	30	0	5
sp|P12012|GNTP_BACSU	sp|P38288|TOS1_YEAST	448	455	7	17	5	22	17	8	25	3	37
sp|O32245|YVBH_BACSU	sp|P38819|ERP5_YEAST	204	212	8	21	6	27	17	10	27	0	8
sp|P37809|ATPB_BACSU	sp|P25340|ERG4_YEAST	473	473	0	19	23	42	30	12	42	0	0
sp|P70999|SPEB_BACSU	sp|P21242|PSA7_YEAST	290	288	2	16	14	30	21	9	30	0	2
sp|O34946|ZNUC_BACSU	sp|P50945|MIC27_YEAST	231	234	3	20	11	31	18	13	31	0	3
sp|O32102|BESA_BACSU	sp|P38626|NCB5R_YEAST	289	284	5	14	20	34	24	10	34	0	5
sp|P80872|G16O_BACSU	sp|Q99341|FYV1_YEAST	163	161	2	13	7	20	7	13	20	0	2
sp|O34514|MENC_BACSU	sp|P28625|YIM1_YEAST	371	365	6	28	17	45	36	9	45	0	6
sp|P45914|YQAR_BACSU	sp|Q6Q5F3|YP053_YEAST	154	151	3	13	5	18	6	12	18	0	3
sp|P94419|YCLO_BACSU	sp|P38123|SWD3_YEAST	315	315	0	14	8	22	13	9	22	0	0
sp|O34338|MNTB_BACSU	sp|Q02685|RMI1_YEAST	250	241	9	21	13	34	24	10	34	0	9
sp|Q795K2|YVFT_BACSU	sp|P52924|COS10_YEAST	371	374	3	23	20	43	24	19	43	0	3
sp|P94370|SIGY_BACSU	sp|Q02872|YP108_YEAST	178	168	10	18	12	30	18	12	30	0	10
sp|P42253|YCBU_BACSU	sp|P25608|YCZ2_YEAST	370	368	2	23	16	39	27	12	39	0	2
sp|O06478|ALDH5_BACSU	sp|P08417|FUMH_YEAST	485	488	3	35	15	50	35	15	50	0	3
sp|P42062|APPB_BACSU	sp|Q03419|IZH1_YEAST	316	316	0	11	15	26	17	9	26	0	0
sp|O34560|YECA_BACSU	sp|Q12436|ZRT2_YEAST	424	422	2	15	10	25	14	11	25	0	2
sp|P42430|YKYB_BACSU	sp|Q07541|EXP1_YEAST	154	149	5	21	5	26	20	6	26	0	5
sp|P46898|RL6_BACSU	sp|Q6B0X1|YM135_YEAST	179	177	2	17	13	30	18	13	31	1	12
sp|Q04777|ALDC_BACSU	sp|P31377|STX8_YEAST	255	255	0	13	12	25	13	12	25	0	0
sp|O32236|RGHR_BACSU	sp|Q8J0M4|YCB2_YEAST	135	134	1	15	7	22	10	12	22	0	1
sp|P94475|YEAD_BACSU	sp|P23179|SPO11_YEAST	398	398	0	19	32	51	36	15	51	0	0
sp|P94568|LEUD_BACSU	sp|Q03885|YI017_YEAST	199	199	0	9	8	17	5	13	18	1	10
sp|Q45499|SUHB_BACSU	sp|P40513|MAM33_YEAST	265	266	1	12	14	26	13	11	24	2	21
sp|Q7WY60|MRPE_BACSU	sp|A0A023PYG1|YH002_YEAST	158	162	4	9	7	16	9	7	16	0	4
sp|O05399|YRHG_BACSU	sp|P25637|YIH1_YEAST	266	258	8	15	5	20	10	10	20	0	8
sp|P39456|TCYC_BACSU	sp|Q08774|RRG7_YEAST	247	242	5	23	12	35	24	11	35	0	5
sp|O34499|6PGL_BACSU	sp|P48439|OST3_YEAST	349	350	1	19	9	28	21	7	28	0	1
sp|P42298|YXIF_BACSU	sp|Q12513|TMA17_YEAST	156	150	6	10	8	18	10	8	18	0	6
sp|P54606|YHCV_BACSU	sp|Q08018|YL076_YEAST	140	140	0	3	5	8	2	6	8	0	0
sp|P55192|YBBA_BACSU	sp|Q12531|YP015_YEAST	250	247	3	15	11	26	16	11	27	1	13
sp|O31556|YFJC_BACSU	sp|P47044|YJF5_YEAST	255	245	10	18	8	26	18	7	25	1	20
sp|P21476|RS19_BACSU	sp|P32450|AUA1_YEAST	92	94	2	12	7	19	3	16	19	0	2
sp|P27620|TAGA_BACSU	sp|P32178|CHMU_YEAST	256	256	0	26	13	39	23	15	38	1	10
sp|P37876|YTXK_BACSU	sp|P53598|SUCA_YEAST	329	329	0	33	2	35	26	9	35	0	0
sp|O34507|PRKC_BACSU	sp|P10591|HSP71_YEAST	648	642	6	60	19	79	53	26	79	0	6
sp|P37517|CCPB_BACSU	sp|Q99190|TECR_YEAST	311	310	1	21	16	37	25	12	37	0	1
sp|P31102|AROB_BACSU	sp|Q08213|NGL1_YEAST	362	363	1	25	19	44	30	14	44	0	1
sp|P42979|YPJD_BACSU	sp|P53291|YG3U_YEAST	111	111	0	11	8	19	9	10	19	0	0
sp|P96654|YDDQ_BACSU	sp|P36088|FRMSR_YEAST	180	180	0	10	3	13	13	0	13	0	0
sp|O31930|YOPH_BACSU	sp|P46972|IMP2_YEAST	178	177	1	15	8	23	13	10	23	0	1
sp|O07541|YHAZ_BACSU	sp|P38909|CYC2_YEAST	357	366	9	29	23	52	32	20	52	0	9
sp|P39645|CHDC_BACSU	sp|P41546|HAC1_YEAST	254	238	16	13	14	27	11	16	27	0	16
sp|P39606|YWCH_BACSU	sp|P47145|LIH1_YEAST	333	328	5	15	21	36	21	15	36	0	5
sp|P18256|SYT2_BACSU	sp|P53191|PIB2_YEAST	638	635	3	42	40	82	47	34	81	1	13
sp|O32115|YUTK_BACSU	sp|Q08417|RSB1_YEAST	404	382	22	19	8	27	14	13	27	0	22
sp|O34632|SIRB_BACSU	sp|Q08914|HSP33_YEAST	261	237	24	16	11	27	19	8	27	0	24
sp|P49787|ACCC1_BACSU	sp|P47117|ARP3_YEAST	450	449	1	26	19	45	23	21	44	1	11
sp|P37551|PURR_BACSU	sp|P38921|PET8_YEAST	285	284	1	19	11	30	16	14	30	0	1
sp|C0H406|YKZT_BACSU	sp|Q3E809|YM054_YEAST	53	52	1	3	0	3	1	2	3	0	1
sp|O07603|YHFE_BACSU	sp|Q12118|SGT2_YEAST	346	346	0	21	16	37	28	9	37	0	0
sp|O06006|YRAA_BACSU	sp|Q07509|YD094_YEAST	169	169	0	16	6	22	14	9	23	1	10
sp|P24138|OPPB_BACSU	sp|Q03193|YD090_YEAST	311	310	1	15	10	25	14	11	25	0	1
sp|P15874|GRPE_BACSU	sp|P38316|ATG12_YEAST	187	186	1	12	9	21	12	9	21	0	1
sp|P25971|PYRF_BACSU	sp|P41734|IAH1_YEAST	239	238	1	20	8	28	19	9	28	0	1
sp|P17904|RSBW_BACSU	sp|P0CX98|YP20A_YEAST	160	160	0	8	6	14	5	9	14	0	0
sp|P23452|FLIL_BACSU	sp|P38337|SHG1_YEAST	140	142	2	21	2	23	17	6	23	0	2
sp|O07639|FTSW_BACSU	sp|A0A023PXQ4|YM173_YEAST	403	394	9	27	6	33	6	28	34	1	19
sp|O34714|OXDC_BACSU	sp|Q08227|INP54_YEAST	385	384	1	26	15	41	24	17	41	0	1
sp|O31630|YJCH_BACSU	sp|P39929|SNF7_YEAST	240	240	0	20	10	30	22	8	30	0	0
sp|O31682|YKVQ_BACSU	sp|P53176|MST27_YEAST	232	234	2	15	12	27	12	15	27	0	2
sp|P46912|QCRB_BACSU	sp|Q03029|SPO19_YEAST	224	223	1	8	7	15	11	4	15	0	1
sp|O34629|YERH_BACSU	sp|P36421|SYYC_YEAST	396	394	2	41	11	52	42	10	52	0	2
sp|O34484|MAP12_BACSU	sp|P25602|YCH6_YEAST	249	247	2	20	8	28	19	10	29	1	12
sp|O06973|YVCJ_BACSU	sp|P38988|GGC1_YEAST	295	300	5	23	18	41	25	16	41	0	5
sp|P94422|YCNB_BACSU	sp|P40501|AVT7_YEAST	472	490	18	11	18	29	17	11	28	1	28
sp|O34311|YKOW_BACSU	sp|P25644|PAT1_YEAST	800	796	4	55	28	83	47	37	84	1	14
sp|P37564|COAX_BACSU	sp|P40168|YNT5_YEAST	258	261	3	14	11	25	12	12	24	1	13
sp|P23974|MENH_BACSU	sp|Q03219|FPYP1_YEAST	274	274	0	13	21	34	24	10	34	0	0
sp|O05413|NMO_BACSU	sp|P53259|PCP1_YEAST	347	346	1	26	7	33	15	18	33	0	1
sp|O34667|LUXS_BACSU	sp|P53342|YG64_YEAST	157	153	4	11	5	16	9	7	16	0	4
sp|P45711|YNEK_BACSU	sp|P38291|POP7_YEAST	142	140	2	16	8	24	20	4	24	0	2
sp|P42414|IOLC_BACSU	sp|Q05583|CIAO1_YEAST	325	330	5	22	10	32	22	10	32	0	5
sp|P39593|THIM_BACSU	sp|Q06676|YFT2_YEAST	272	274	2	11	9	20	13	7	20	0	2
sp|P42060|RL22_BACSU	sp|P00045|CYC7_YEAST	113	113	0	9	11	20	17	3	20	0	0
sp|P96723|YWQK_BACSU	sp|P23301|IF5A1_YEAST	154	157	3	12	5	17	13	4	17	0	3
sp|P70970|ECFA2_BACSU	sp|P53147|TOS8_YEAST	276	276	0	21	13	34	16	18	34	0	0
sp|P24012|COX3_BACSU	sp|P0CX19|YH214_YEAST	207	203	4	9	3	12	10	2	12	0	4
sp|P70962|RAPB_BACSU	sp|P54007|YL460_YEAST	377	376	1	25	17	42	32	10	42	0	1
sp|P54471|TRMK_BACSU	sp|Q86ZR7|YKD3A_YEAST	238	236	2	20	8	28	23	5	28	0	2
sp|P04969|RS11_BACSU	sp|P38194|YBE4_YEAST	131	122	9	9	14	23	9	14	23	0	9
sp|P96741|YWTE_BACSU	sp|P43563|MOB2_YEAST	286	287	1	23	7	30	19	11	30	0	1
sp|P38022|ROCR_BACSU	sp|Q12024|YTM1_YEAST	461	460	1	34	22	56	33	23	56	0	1
sp|O31654|SIGI_BACSU	sp|P18410|SPO7_YEAST	251	259	8	29	12	41	17	24	41	0	8
sp|O06474|YFMP_BACSU	sp|P53724|RM50_YEAST	140	139	1	14	10	24	18	6	24	0	1
sp|O32280|YWZC_BACSU	sp|Q2V2P2|YK065_YEAST	74	73	1	11	4	15	10	5	15	0	1
sp|P42956|PTMCB_BACSU	sp|P00635|PPA5_YEAST	478	467	11	32	5	37	23	14	37	0	11
sp|P17618|RIBD_BACSU	sp|P20051|PYRC_YEAST	361	364	3	25	14	39	33	6	39	0	3
sp|P10726|RPSD_BACSU	sp|P25443|RS2_YEAST	254	254	0	23	14	37	20	18	38	1	10
sp|P12049|PURS_BACSU	sp|Q2V2P8|CENPW_YEAST	84	89	5	7	3	10	4	6	10	0	5
sp|P94365|CYDB_BACSU	sp|Q03723|OST6_YEAST	338	332	6	11	15	26	20	6	26	0	6
sp|P37556|YABN_BACSU	sp|P32622|YEF1_YEAST	489	495	6	38	20	58	31	27	58	0	6
sp|O32231|RNR_BACSU	sp|P43596|IOC3_YEAST	779	787	8	66	51	117	79	38	117	0	8
sp|P39794|PTTBC_BACSU	sp|P40074|AVT6_YEAST	470	448	22	21	9	30	14	16	30	0	22
sp|Q45577|AIMA_BACSU	sp|Q03263|YM8M_YEAST	539	540	1	21	12	33	23	11	34	1	11
sp|P54376|GCSPA_BACSU	sp|P16661|ALG1_YEAST	448	449	1	36	18	54	38	16	54	0	1
sp|O07542|YHEA_BACSU	sp|P43576|YFB9_YEAST	117	117	0	7	6	13	7	6	13	0	0
sp|P94404|PADL_BACSU	sp|Q12092|ATG29_YEAST	204	213	9	16	11	27	20	7	27	0	9
sp|O34453|NOSO_BACSU	sp|P28737|MSP1_YEAST	363	362	1	26	20	46	28	18	46	0	1
sp|O34782|YVRD_BACSU	sp|Q04066|KFA_YEAST	263	261	2	15	9	24	14	10	24	0	2
sp|P54552|P5CR2_BACSU	sp|P03069|GCN4_YEAST	278	281	3	21	15	36	23	13	36	0	3
sp|P08064|DHSC_BACSU	sp|P0CX18|YA066_YEAST	202	203	1	2	10	12	10	2	12	0	1
sp|P37104|YLXM_BACSU	sp|Q12225|YO225_YEAST	110	109	1	12	4	16	9	7	16	0	1
sp|P39067|ACUC_BACSU	sp|P23644|TOM40_YEAST	387	387	0	15	15	30	19	10	29	1	10
sp|P39140|DEOR_BACSU	sp|P28321|MGLL_YEAST	313	313	0	18	19	37	26	11	37	0	0
sp|Q45549|NRDR_BACSU	sp|P0CX48|RS11B_YEAST	152	156	4	16	16	32	20	12	32	0	4
sp|P54716|GLVA_BACSU	sp|Q04728|ARGJ_YEAST	449	441	8	26	22	48	35	13	48	0	8
sp|P42240|GARD_BACSU	sp|P32566|SMI1_YEAST	510	505	5	21	29	50	36	14	50	0	5
sp|P54178|SCO1_BACSU	sp|P36149|BET3_YEAST	193	193	0	20	1	21	14	7	21	0	0
sp|P21656|SYW_BACSU	sp|P53879|RHO5_YEAST	330	331	1	31	14	45	34	11	45	0	1
sp|P42399|YCKA_BACSU	sp|Q08216|YO046_YEAST	226	224	2	9	7	16	12	4	16	0	2
sp|P94556|MURI1_BACSU	sp|P50113|LYS5_YEAST	272	272	0	15	9	24	15	8	23	1	10
sp|P37523|YYAB_BACSU	sp|Q92317|NCB2_YEAST	146	146	0	15	4	19	13	6	19	0	0
sp|P42175|NARG_BACSU	sp|P39928|SLN1_YEAST	1228	1220	8	77	59	136	79	57	136	0	8
sp|O34468|YLBP_BACSU	sp|P38267|YBW3_YEAST	160	160	0	15	9	24	15	9	24	0	0
sp|O32129|LIPA_BACSU	sp|P25693|PCL2_YEAST	298	308	10	24	22	46	29	17	46	0	10
sp|O35009|YOEC_BACSU	sp|Q3E757|RL11B_YEAST	181	174	7	19	14	33	17	16	33	0	7
sp|O32248|YVBK_BACSU	sp|Q02784|GLRX5_YEAST	155	150	5	11	7	18	9	9	18	0	5
sp|O31610|YJBL_BACSU	sp|A0A023PYH8|YI047_YEAST	122	122	0	7	4	11	6	5	11	0	0
sp|O31644|MANR_BACSU	sp|Q99359|RAD61_YEAST	648	647	1	56	30	86	60	26	86	0	1
sp|P14802|YOXD_BACSU	sp|P53174|PRM8_YEAST	238	237	1	14	9	23	16	7	23	0	1
sp|P39759|YKQA_BACSU	sp|Q05871|ECI1_YEAST	277	280	3	21	13	34	23	11	34	0	3
sp|P96621|ENDAI_BACSU	sp|P47073|YJB5_YEAST	93	94	1	3	11	14	5	9	14	0	1
sp|Q06753|YACO_BACSU	sp|P40098|FMP10_YEAST	249	244	5	20	13	33	19	14	33	0	5
sp|P96659|YDEB_BACSU	sp|P36010|NDK_YEAST	153	153	0	16	6	22	14	8	22	0	0
sp|P39071|DHBA_BACSU	sp|Q12255|NYV1_YEAST	261	253	8	13	11	24	17	7	24	0	8
sp|P28015|SP5G_BACSU	sp|Q96VH5|MIC10_YEAST	97	97	0	2	10	12	7	5	12	0	0
sp|P54428|YRKA_BACSU	sp|Q03964|YD17A_YEAST	434	440	6	28	13	41	23	18	41	0	6
sp|P39576|ILVE2_BACSU	sp|Q07786|DHSO2_YEAST	363	357	6	27	10	37	27	10	37	0	6
sp|P21341|PAIB_BACSU	sp|P23285|CYPB_YEAST	207	205	2	19	4	23	17	6	23	0	2
sp|P42312|NUPG_BACSU	sp|P41733|CDC91_YEAST	397	394	3	17	5	22	12	10	22	0	3
sp|O31501|SWRC_BACSU	sp|P12683|HMDH1_YEAST	1052	1054	2	87	19	106	65	42	107	1	12
sp|O31633|YJCK_BACSU	sp|Q08962|NIP7_YEAST	181	181	0	11	13	24	15	9	24	0	0
sp|O31451|YBFJ_BACSU	sp|Q08734|YO268_YEAST	132	132	0	13	1	14	7	7	14	0	0
sp|P70949|SUFT_BACSU	sp|Q04521|YMI4_YEAST	102	102	0	6	2	8	6	2	8	0	0
sp|O34809|YCEG_BACSU	sp|P54781|ERG5_YEAST	537	538	1	40	23	63	47	16	63	0	1
sp|O35016|YFKJ_BACSU	sp|P53834|HCH1_YEAST	156	153	3	9	7	16	14	2	16	0	3
sp|P96612|DDL_BACSU	sp|P38235|YBQ3_YEAST	354	358	4	25	9	34	26	8	34	0	4
sp|O32127|YUTD_BACSU	sp|Q3E824|YO020_YEAST	91	90	1	8	4	12	11	1	12	0	1
sp|P96583|TOP3_BACSU	sp|P46995|SET2_YEAST	727	733	6	83	40	123	91	32	123	0	6
sp|O34994|CCPN_BACSU	sp|Q8TGN6|YH137_YEAST	212	216	4	15	12	27	18	9	27	0	4
sp|O31425|SKFC_BACSU	sp|P40499|ICE2_YEAST	496	491	5	26	17	43	26	17	43	0	5
sp|P94584|FABZ_BACSU	sp|Q03048|COFI_YEAST	141	143	2	9	9	18	11	7	18	0	2
sp|P96605|YDBJ_BACSU	sp|P25600|YCH4_YEAST	308	308	0	21	10	31	18	13	31	0	0
sp|P94576|YWOF_BACSU	sp|P53304|SLI1_YEAST	468	468	0	29	16	45	31	14	45	0	0
sp|O07081|YRDC_BACSU	sp|P40070|LSM4_YEAST	187	187	0	15	4	19	10	9	19	0	0
sp|P70973|TRUA_BACSU	sp|P53970|EFM6_YEAST	247	246	1	16	15	31	23	8	31	0	1
sp|O35033|COABC_BACSU	sp|P39952|OXA1_YEAST	406	402	4	31	13	44	24	20	44	0	4
sp|Q7WY77|PXPC_BACSU	sp|P38813|BIG1_YEAST	335	335	0	20	18	38	23	16	39	1	10
sp|P94425|YCNE_BACSU	sp|P43682|SFT1_YEAST	95	97	2	9	3	12	5	7	12	0	2
sp|P39779|CODY_BACSU	sp|P53889|FMP41_YEAST	259	259	0	15	15	30	19	11	30	0	0
sp|P08164|NADE_BACSU	sp|P21801|SDHB_YEAST	272	266	6	24	12	36	21	15	36	0	6
sp|O06744|YITI_BACSU	sp|P38178|YBI3_YEAST	149	141	8	10	9	19	9	10	19	0	8
sp|P37565|HSLO_BACSU	sp|Q00246|RHO4_YEAST	291	291	0	17	14	31	18	13	31	0	0
sp|P17893|ARGR_BACSU	sp|P47118|YAE1_YEAST	149	141	8	12	7	19	13	6	19	0	8
sp|O32035|TRHP2_BACSU	sp|P53257|TPC1_YEAST	309	314	5	23	14	37	18	19	37	0	5
sp|P94393|PUTR_BACSU	sp|P53939|NIS1_YEAST	411	407	4	38	14	52	23	29	52	0	4
sp|C0SPA5|ADHA_BACSU	sp|Q04179|URH1_YEAST	349	340	9	14	17	31	21	10	31	0	9
sp|P14577|RL16_BACSU	sp|P40023|EDC2_YEAST	144	145	1	16	14	30	22	8	30	0	1
sp|O05518|TSAD_BACSU	sp|Q08218|LDS2_YEAST	346	356	10	17	11	28	17	11	28	0	10
sp|P54537|ARTM_BACSU	sp|P53915|NRK1_YEAST	240	240	0	26	9	35	28	7	35	0	0
sp|P21879|IMDH_BACSU	sp|P18412|TEC1_YEAST	488	486	2	37	23	60	42	18	60	0	2
sp|P39846|PPSB_BACSU	sp|P39960|BEM2_YEAST	2560	2167	393	117	132	249	162	89	251	2	413
sp|O34696|YTOA_BACSU	sp|P33204|ARPC4_YEAST	171	171	0	9	9	18	7	12	19	1	10
sp|P97029|YGAO_BACSU	sp|Q12261|YO325_YEAST	157	157	0	10	5	15	8	7	15	0	0
sp|O07084|CZCD_BACSU	sp|P0CD91|AQY1_YEAST	311	305	6	13	7	20	9	11	20	0	6
sp|O34564|YKUU_BACSU	sp|Q07887|LDB18_YEAST	180	179	1	9	8	17	10	7	17	0	1
sp|P37474|MFD_BACSU	sp|Q12466|TCB1_YEAST	1177	1186	9	91	66	157	115	42	157	0	9
sp|O05523|TATCY_BACSU	sp|P46654|RSSA2_YEAST	254	252	2	12	9	21	7	15	22	1	12
sp|P42400|YCKB_BACSU	sp|P49957|TRM9_YEAST	287	279	8	36	6	42	21	21	42	0	8
sp|O34617|RLMN_BACSU	sp|P07266|MRS1_YEAST	363	363	0	24	26	50	32	18	50	0	0
sp|P23545|PHOR_BACSU	sp|P32891|DLD1_YEAST	579	587	8	43	31	74	50	24	74	0	8
sp|P54504|RSBRD_BACSU	sp|P47148|PXP2_YEAST	278	283	5	19	9	28	15	13	28	0	5
sp|P24500|FLGB_BACSU	sp|Q04675|SEN15_YEAST	129	128	1	10	4	14	7	7	14	0	1
sp|Q795R2|YTCQ_BACSU	sp|P50873|MRK1_YEAST	498	501	3	52	18	70	47	23	70	0	3
sp|O05517|RIMI_BACSU	sp|P38730|YHE1_YEAST	151	149	2	10	8	18	11	7	18	0	2
sp|P80879|G20U_BACSU	sp|Q08560|YO186_YEAST	145	144	1	11	1	12	8	4	12	0	1
sp|O07006|PADC_BACSU	sp|Q06089|YP098_YEAST	161	161	0	10	7	17	14	3	17	0	0
sp|P96720|YWQH_BACSU	sp|P35996|RM38_YEAST	140	138	2	23	1	24	15	9	24	0	2
sp|O34418|YFKI_BACSU	sp|P41056|RL33B_YEAST	106	107	1	16	4	20	9	11	20	0	1
sp|P19946|RL15_BACSU	sp|P40571|RPR2_YEAST	146	144	2	17	9	26	15	11	26	0	2
sp|P16971|RECA_BACSU	sp|P25344|STE50_YEAST	348	346	2	24	16	40	22	18	40	0	2
sp|P0CI79|TYSY1_BACSU	sp|P53895|ASI2_YEAST	279	289	10	21	10	31	10	21	31	0	10
sp|P96615|YDBS_BACSU	sp|P19211|IF5A2_YEAST	159	157	2	7	10	17	13	4	17	0	2
sp|P39132|YHBE_BACSU	sp|P33312|RIB7_YEAST	237	244	7	18	6	24	14	10	24	0	7
sp|P32727|NUSA_BACSU	sp|P40316|SECU_YEAST	371	373	2	26	23	49	35	14	49	0	2
sp|P94378|3MGH_BACSU	sp|P52286|SKP1_YEAST	196	194	2	6	17	23	10	13	23	0	2
sp|Q02113|CWBA_BACSU	sp|P11972|SST2_YEAST	705	698	7	68	18	86	62	24	86	0	7
sp|O32119|YUTI_BACSU	sp|Q6B0W0|YPR39_YEAST	111	111	0	5	5	10	6	4	10	0	0
sp|P54531|DHLE_BACSU	sp|P41940|MPG1_YEAST	364	361	3	17	23	40	30	10	40	0	3
sp|P40871|DHBE_BACSU	sp|Q12298|YD061_YEAST	539	539	0	28	36	64	39	25	64	0	0
sp|O31518|YESO_BACSU	sp|Q06103|RPN7_YEAST	427	429	2	44	10	54	38	16	54	0	2
sp|O31427|SKFE_BACSU	sp|P40455|YIP2_YEAST	239	235	4	17	12	29	19	10	29	0	4
sp|P49786|BCCP_BACSU	sp|Q6B0Y1|YM009_YEAST	159	158	1	11	0	11	6	5	11	0	1
sp|O06966|YVCB_BACSU	sp|P38714|SYRM_YEAST	636	643	7	67	17	84	47	37	84	0	7
sp|P35164|RESE_BACSU	sp|P50082|AMA1_YEAST	589	593	4	41	29	70	41	29	70	0	4
sp|P94394|YCGQ_BACSU	sp|P42840|YN60_YEAST	285	284	1	23	6	29	17	12	29	0	1
sp|O34614|MNMM_BACSU	sp|Q07923|LOT6_YEAST	194	191	3	16	4	20	13	7	20	0	3
sp|P37949|LEPA_BACSU	sp|Q05506|SYRC_YEAST	612	607	5	48	31	79	51	28	79	0	5
sp|O32237|RGHRB_BACSU	sp|P38209|YBB2_YEAST	139	133	6	12	8	20	7	13	20	0	6
sp|Q06755|ISPD_BACSU	sp|P40582|GST1_YEAST	232	234	2	16	12	28	19	9	28	0	2
sp|P96716|YWQD_BACSU	sp|Q08993|YP202_YEAST	237	238	1	23	8	31	21	10	31	0	1
sp|P49938|FHUC_BACSU	sp|Q12395|DCN1_YEAST	269	269	0	17	14	31	20	10	30	1	10
sp|O07920|AZLB_BACSU	sp|P43578|YFB5_YEAST	157	164	7	12	5	17	5	12	17	0	7
sp|P39157|YWLG_BACSU	sp|Q02205|MEH1_YEAST	180	184	4	10	8	18	9	9	18	0	4
sp|O34457|MOAB_BACSU	sp|Q07914|TIM14_YEAST	170	168	2	11	8	19	17	2	19	0	2
sp|O34779|PRPC_BACSU	sp|P53068|APC10_YEAST	254	250	4	17	6	23	12	11	23	0	4
sp|P80868|EFG_BACSU	sp|Q08001|LAM6_YEAST	692	693	1	39	37	76	43	32	75	1	11
sp|P94525|ARAD_BACSU	sp|P53630|BIOD_YEAST	229	237	8	11	5	16	12	4	16	0	8
sp|P32397|CGOX_BACSU	sp|P37291|GLYC_YEAST	470	469	1	39	15	54	31	23	54	0	1
sp|P94512|PSP_BACSU	sp|P18408|MET16_YEAST	260	261	1	21	10	31	22	8	30	1	11
sp|O34760|YTNP_BACSU	sp|P35182|PP2C1_YEAST	281	281	0	20	9	29	13	16	29	0	0
sp|P94478|HFLX_BACSU	sp|P40091|PEA2_YEAST	420	420	0	26	29	55	37	18	55	0	0
